@RELATION teste

@ATTRIBUTE C0	REAL
@ATTRIBUTE C1	REAL
@ATTRIBUTE C2	REAL
@ATTRIBUTE C3	REAL
@ATTRIBUTE C4	REAL
@ATTRIBUTE C5	REAL
@ATTRIBUTE C6	REAL
@ATTRIBUTE C7	REAL
@ATTRIBUTE C8	REAL
@ATTRIBUTE C9	REAL
@ATTRIBUTE C10	REAL
@ATTRIBUTE C11	REAL
@ATTRIBUTE C12	REAL
@ATTRIBUTE C13	REAL
@ATTRIBUTE C14	REAL
@ATTRIBUTE C15	REAL
@ATTRIBUTE C16	REAL
@ATTRIBUTE C17	REAL
@ATTRIBUTE C18	REAL
@ATTRIBUTE C19	REAL
@ATTRIBUTE C20	REAL
@ATTRIBUTE C21	REAL
@ATTRIBUTE C22	REAL
@ATTRIBUTE C23	REAL
@ATTRIBUTE C24	REAL
@ATTRIBUTE C25	REAL
@ATTRIBUTE C26	REAL
@ATTRIBUTE C27	REAL
@ATTRIBUTE C28	REAL
@ATTRIBUTE C29	REAL
@ATTRIBUTE C30	REAL
@ATTRIBUTE C31	REAL
@ATTRIBUTE C32	REAL
@ATTRIBUTE C33	REAL
@ATTRIBUTE C34	REAL
@ATTRIBUTE C35	REAL
@ATTRIBUTE C36	REAL
@ATTRIBUTE C37	REAL
@ATTRIBUTE C38	REAL
@ATTRIBUTE C39	REAL
@ATTRIBUTE C40	REAL
@ATTRIBUTE C41	REAL
@ATTRIBUTE C42	REAL
@ATTRIBUTE C43	REAL
@ATTRIBUTE C44	REAL
@ATTRIBUTE C45	REAL
@ATTRIBUTE C46	REAL
@ATTRIBUTE C47	REAL
@ATTRIBUTE C48	REAL
@ATTRIBUTE C49	REAL
@ATTRIBUTE C50	REAL
@ATTRIBUTE C51	REAL
@ATTRIBUTE C52	REAL
@ATTRIBUTE C53	REAL
@ATTRIBUTE C54	REAL
@ATTRIBUTE C55	REAL
@ATTRIBUTE C56	REAL
@ATTRIBUTE C57	REAL
@ATTRIBUTE C58	REAL
@ATTRIBUTE C59	REAL
@ATTRIBUTE C60	REAL
@ATTRIBUTE C61	REAL
@ATTRIBUTE C62	REAL
@ATTRIBUTE C63	REAL
@ATTRIBUTE C64	REAL
@ATTRIBUTE C65	REAL
@ATTRIBUTE C66	REAL
@ATTRIBUTE C67	REAL
@ATTRIBUTE C68	REAL
@ATTRIBUTE C69	REAL
@ATTRIBUTE C70	REAL
@ATTRIBUTE C71	REAL
@ATTRIBUTE C72	REAL
@ATTRIBUTE C73	REAL
@ATTRIBUTE C74	REAL
@ATTRIBUTE C75	REAL
@ATTRIBUTE C76	REAL
@ATTRIBUTE C77	REAL
@ATTRIBUTE C78	REAL
@ATTRIBUTE C79	REAL
@ATTRIBUTE C80	REAL
@ATTRIBUTE C81	REAL
@ATTRIBUTE C82	REAL
@ATTRIBUTE C83	REAL
@ATTRIBUTE C84	REAL
@ATTRIBUTE C85	REAL
@ATTRIBUTE C86	REAL
@ATTRIBUTE C87	REAL
@ATTRIBUTE C88	REAL
@ATTRIBUTE C89	REAL
@ATTRIBUTE C90	REAL
@ATTRIBUTE C91	REAL
@ATTRIBUTE C92	REAL
@ATTRIBUTE C93	REAL
@ATTRIBUTE C94	REAL
@ATTRIBUTE C95	REAL
@ATTRIBUTE C96	REAL
@ATTRIBUTE C97	REAL
@ATTRIBUTE C98	REAL
@ATTRIBUTE C99	REAL
@ATTRIBUTE C100	REAL
@ATTRIBUTE C101	REAL
@ATTRIBUTE C102	REAL
@ATTRIBUTE C103	REAL
@ATTRIBUTE C104	REAL
@ATTRIBUTE C105	REAL
@ATTRIBUTE C106	REAL
@ATTRIBUTE C107	REAL
@ATTRIBUTE C108	REAL
@ATTRIBUTE C109	REAL
@ATTRIBUTE C110	REAL
@ATTRIBUTE C111	REAL
@ATTRIBUTE C112	REAL
@ATTRIBUTE C113	REAL
@ATTRIBUTE C114	REAL
@ATTRIBUTE classe {612,388,344,041,211,111,185}


@DATA
0, 0, 0, 5.455, 0, 0, 0, 0.2825, 0, 0, 0.0456, 0, 0, 0, 0.1249, 0.0521, 1.6, 0, 0.012, 0, 0.1174, 1.2, 0, 0, 0, 0.2388, 0, 0, 0, 0, 0.0753, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.1117, 0, 0, 0, 0, 0, 0, 0, 0.0731, 0, 0, 0.178, 0.1667, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.046, 0, 0, 0, 0, 0, 0.0748, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.3933, 0, 0, 0, 0, 0.126, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.1475, 0, 0.585,185
0, 0, 0.1542, 6.405, 0, 0, 0, 0.115, 0, 0, 0.3975, 0, 0, 0, 0.1676, 0, 0, 0, 0.0028, 0, 0.0418, 0, 0, 0, 0, 0, 0, 0, 0, 0.076, 0, 0, 0, 0, 0.1121, 0, 0, 0, 0.93, 0, 0, 0, 0, 0, 1.07, 0, 0, 0, 0, 0, 0.2463, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.1941, 0, 0, 0, 0, 0, 0, 0.0426, 0, 0, 0, 0.0326, 0, 0, 0.1833, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.354, 0, 0.1089, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.1239, 0.6233, 0, 0, 0,185
0, 0, 0, 1.235, 0, 0, 0, 0.9688, 0, 0, 0.2975, 0, 0, 0, 0.1498, 0.0414, 0, 0, 0.0143, 0, 0, 0, 0, 0, 0.157, 0, 0, 0, 0, 0, 0.9688, 0, 0, 0, 0, 0, 0, 0.0403, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.1094, 0, 0, 0, 0, 0, 0, 0, 0, 0.2113, 0, 0, 0, 0.3692, 0, 0, 0, 0.0463, 0.0648, 0, 0, 0, 0.5481, 0, 0, 0, 0, 0, 0, 0.4825, 0, 0.235, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.405, 0, 0, 0, 1.05, 0.1131, 0, 0, 0, 0, 0, 0, 0, 0,185
0, 0, 0.3025, 2.825, 0, 0, 0, 0, 0, 0, 0.0494, 0, 0, 0, 0.2244, 0.0829, 0, 0, 0.0107, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.062, 0.2206, 0.0407, 0, 0, 0, 0, 0, 0.0806, 0, 0, 0, 0, 0.0773, 0, 0, 0, 0, 0, 0, 0, 0.1369, 0, 0, 17.4, 0.354, 0.66, 0, 0, 0, 0, 0, 0.0524, 0, 0, 1.46, 0, 0.1116, 0, 0, 0, 0, 0, 0.0504, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.1089, 0, 0, 0, 0, 1.05, 0, 0, 0, 0, 0.0633, 18.1933, 0.1569, 0.0794, 0,185
0, 0, 0, 8.055, 0, 0, 0, 0.2275, 0, 0, 0, 0, 0, 0, 0.0683, 0, 0, 0, 0.0054, 0, 0.0218, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.1241, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.4417, 0, 0, 0, 0.17, 0, 0, 3.87, 0, 0.33, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.152, 0, 0, 0, 0, 0.73, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.3933, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0746, 0, 0, 0, 0.0211, 1.2467, 0.2413, 0, 0,185
0, 0, 0, 4.445, 0, 0, 0, 0, 0, 0, 0.6313, 0, 0, 0, 0.172, 0, 0, 0, 0.0038, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.1427, 0.1559, 0.1013, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.1467, 0, 0, 0.048, 0.0588, 0, 0, 0, 0, 0.14, 0, 0, 0, 0, 0, 0.0894, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0673, 0, 0, 0.378, 2.89, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0622, 0, 0, 0, 0,185
0, 0, 0, 1.175, 0, 0, 0, 0, 0, 0, 0.3425, 0, 0, 0, 0.128, 0.0464, 0, 0, 0.0121, 0, 0.0379, 0, 0, 0, 0, 0, 0, 0, 0, 0.186, 0.0718, 0, 0, 0, 0.1121, 0.1389, 0, 0.0571, 0, 0, 0, 0, 0.0773, 0.1583, 4.695, 0, 0, 0, 0, 0, 0.135, 0.0815, 0, 0, 0, 0.2767, 0, 0, 0, 0.1563, 0, 0, 0, 0, 0, 0, 0, 0, 0.0496, 0, 0.296, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.3933, 0, 0.078, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0928, 0, 0.0381, 0, 0,185
0, 0, 0, 1.525, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.1653, 0.0414, 0, 0, 0.0063, 0, 0.0571, 0, 0, 0, 0, 0.0729, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0974, 0, 0, 0, 0, 0.1545, 0.2372, 7.045, 0, 0, 0.0753, 0, 0, 0.0269, 0, 0, 0, 0, 0.14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.296, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.1089, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0419, 0, 0,185
0, 0, 0, 0.76, 0, 0, 0, 0, 0, 0, 0.0456, 0, 0, 0, 0.1407, 0, 0, 0, 0.0049, 0, 0.0415, 0, 0, 0, 0, 4.3812, 0, 0, 0, 0, 0, 0.0473, 0, 0, 0, 0, 0, 0.0387, 7.44, 0.0539, 0, 0, 0, 0.22, 0, 0, 0, 0, 0, 0, 0.1163, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.198, 0, 0, 0, 0, 0, 0, 0, 0.0862, 0, 0, 0, 0, 0, 0, 0, 0,185
0, 0, 0.1558, 3.175, 0, 0, 0, 0, 0, 0, 0.1475, 0, 0, 0, 0.1747, 0.0346, 0, 0, 0.0047, 0, 0, 1.2, 0, 0, 0, 0, 0, 0, 0, 0.0767, 0, 0.0473, 0, 0, 0.1114, 0, 0, 0.0571, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0556, 0.0923, 0, 0, 0, 0.33, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0426, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11.1, 0, 0, 0, 0, 0, 0, 0, 0.127, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.126, 0, 0, 0, 0, 0.685, 0, 0, 0, 0, 0.1208, 0, 0, 0, 0.0839, 0, 0.04, 0, 0,185
0, 0, 0, 3.295, 0, 0, 0, 0, 0, 0, 0.2531, 0.33, 0, 0, 0.0729, 0, 0, 0, 0.0257, 0, 0, 0, 0, 0, 0, 0.1459, 0, 0, 0, 0.062, 0.1859, 0.0867, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.685, 0, 0.2276, 0, 0.048, 0.0675, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0524, 0, 0, 0, 0, 0.0564, 0, 0, 0.2192, 0, 0, 0.0422, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.2167, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.3841, 0,185
0, 0.3133, 0, 3.235, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0564, 0, 0, 0, 0.0042, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.126, 0.3088, 0, 0, 0, 0.0979, 0, 0, 0.0958, 0, 0, 0, 0, 0, 0, 0, 0, 0.295, 0, 0, 0, 0.1319, 0, 0, 7.73, 0, 0.4967, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0679, 0, 0, 0, 0, 0.0493, 0, 0, 0, 0, 0, 3.6675, 0.4825, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.078, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0746, 0, 0, 0, 0.0211, 0, 0.04, 0, 0,185
0, 0, 0.1558, 2.63, 0, 0, 0, 0.2, 0, 0, 0.0994, 0, 0, 0, 0.0573, 0, 0, 0, 0.0044, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.14, 0.3576, 0, 0, 0, 0, 0, 0, 0.0942, 0, 0, 0, 0, 0, 0.0844, 0, 0, 0.1467, 0, 0, 0, 0.2819, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0518, 0, 0, 0, 0, 0, 0.125, 0, 0, 0, 0, 0.0326, 0, 0, 0.4913, 0, 0, 0, 0, 0, 0.235, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0673, 0, 0, 0, 0, 0, 0, 0, 5.39, 0, 0, 0, 1.05, 0, 0, 0, 0, 0, 0, 0, 0, 0,185
0, 0, 0.1042, 7.1, 0, 0, 0, 0, 0, 0, 0.1144, 0.33, 0, 0, 0.1125, 0.0175, 0, 0, 0.0131, 0, 0, 0, 0, 0, 0, 0.9447, 0.226, 0, 0, 0.062, 0.0488, 0.0993, 0, 0, 0, 0, 0, 0.0423, 0, 0, 0, 0, 0.0773, 0, 0, 0, 0.1467, 0, 0, 0, 0.1894, 0.0923, 0, 0, 0.354, 0.14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0729, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.73, 0, 0, 0, 0, 0, 0, 7.71, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.94, 0, 0.2167, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.3906, 0.0753, 0,185
0, 0, 0.1542, 2.475, 0, 0, 0, 0.115, 0, 0, 0.0506, 0, 0, 0, 0.1205, 0, 0, 0, 0.0044, 0, 0, 0, 0, 0, 0, 0.9253, 0, 0, 0, 0.0587, 0, 0, 0, 0, 0.0843, 0, 0, 0, 4.65, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.145, 0.1125, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.1082, 0, 0, 0, 0, 0, 0, 0.0852, 0, 0, 0, 0.0326, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.4575, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.73, 0, 0.1089, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0211, 0, 0.0381, 0, 0,185
0, 0, 0, 0.41, 0, 0, 0, 0, 0, 0, 0.0456, 0, 0, 0, 0.0417, 0, 0, 0, 0.0062, 0, 0, 0, 0, 0, 0, 0.0729, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.2281, 0, 0, 0, 0.3317, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.178, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,185
0, 0, 0.2067, 2.76, 0, 0, 0, 0, 0, 0, 0.0456, 0, 0, 0, 0.0192, 0.0946, 0, 0, 0.008, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0753, 0, 0, 0, 0, 0, 0, 0.0403, 0, 0, 0, 0, 0, 0, 0, 0, 0.1467, 0, 0.256, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.45, 0, 0.705, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.126, 0, 0, 4.4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.6233, 0, 0, 0,185
0, 0, 0.0942, 6.405, 0, 0, 0, 0, 0, 0, 0.095, 0.33, 0, 0, 0.2371, 0.0414, 0, 0, 0.013, 0, 0.21, 0, 0, 0, 0, 0.0729, 0, 0, 0, 0.1527, 0.2329, 0.0473, 0, 0, 0, 0, 0, 0.0403, 0, 0, 0, 0, 0, 0.0789, 0, 0, 0.8833, 0, 0, 0, 0.0775, 0, 0, 5.8, 0, 0.6067, 0, 0, 0, 0, 0, 0.09, 0, 0.0915, 0, 0, 0, 0.0921, 0.0852, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.378, 0, 0, 0, 0, 0, 0, 1.46, 0, 0, 0, 0, 0, 0, 0.0211, 0, 0.0838, 0, 0,185
0, 0, 0, 3.045, 0, 0, 0, 0, 0, 0, 0.29, 0, 0, 0, 0.0824, 0.1029, 0, 0, 0.0115, 0, 0.0353, 0, 0, 0, 0, 0.2188, 0, 0, 0, 0.124, 1.0153, 0, 0, 0, 0, 0.1389, 0, 0.0974, 0, 0, 0, 0, 0.2309, 0.0628, 0, 0, 0.1467, 0, 0, 0.133, 0, 0.1, 0, 0, 0, 0, 0, 0, 0, 0.1838, 0, 0, 0, 0.0915, 0, 0, 0.0908, 0, 0, 0, 0, 0, 0.0996, 0, 0, 0, 0, 0, 0, 1.9325, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.1713, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.2925, 0, 0.3231, 0, 0, 0, 0, 0, 0.1625, 0.1229, 0,185
0, 0, 0, 4.41, 0, 0, 0, 0, 0, 0, 0.6056, 0, 0, 0, 0.1146, 0.0414, 0, 0, 0.0037, 0, 0, 0, 0, 0, 0.157, 0, 0, 0, 0, 0.0467, 0, 0, 0, 0, 0, 0, 0, 0.0403, 0, 0, 0, 0, 0, 0.0789, 0, 0, 0, 0, 0, 0.048, 0.1313, 0, 0, 0, 0, 0, 0, 0, 0, 0.3663, 0, 0, 0, 0, 0, 0, 0.092, 0.045, 0, 0, 0.296, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.93, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0928, 0, 0.0419, 0, 0,185
0, 0, 0, 7.42, 0, 0, 0, 0, 0, 0, 0.1775, 0.33, 0, 0, 0.1022, 0, 0, 0, 0.0038, 0, 0, 0, 0, 0, 0, 0.1459, 0, 0, 0, 0, 0.0494, 0.0867, 0, 0, 0.2479, 0, 0, 0, 0, 0.1078, 0, 0, 0, 0, 0, 0, 0.1467, 0, 0, 0, 0.0556, 0, 0, 0, 0, 0, 0, 0, 0, 0.1838, 0, 0, 0, 0, 1.46, 0, 0, 0.1354, 0.0426, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.5075, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0871, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0862, 0, 0, 0, 0.1161, 0, 0.1475, 0, 0,185
0, 0, 0.1108, 4.76, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0929, 0.0414, 0, 0, 0.0009, 0, 0.0794, 0, 0, 0, 0, 0.0729, 0, 0, 0, 0.062, 0, 0, 0, 0, 0, 0, 0, 0.0403, 0, 0.0539, 0, 0, 0, 0.165, 0, 0, 0, 0, 0, 0, 0.0963, 0, 0, 0, 0, 0, 0.1467, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.046, 0.045, 0, 0, 0, 0, 0, 0, 0, 0.0987, 0, 0, 0.5025, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0871, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.1056, 0, 0,185
0, 0, 0.3683, 1.935, 0, 0, 0, 0.115, 0, 0, 0.2081, 0, 0, 0, 0.0866, 0, 0, 0, 0.0041, 0, 0, 0, 1.705, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0445, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.1819, 0, 0, 0, 0, 0.2767, 0, 0, 0, 0, 0, 0.0518, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.235, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0833, 0, 0, 0, 0,185
0, 0, 0, 4.12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.202, 0.0521, 0, 0, 0.0079, 0, 0.0632, 2.39, 0, 0, 0, 0, 0, 0, 0, 0, 0.0494, 0, 0, 0, 0, 0, 0, 0.0616, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.858, 0, 0, 0, 0, 0, 0.178, 0.1667, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.3429, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10.0475, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.6012, 0, 0,185
0, 0, 0, 2.22, 0, 0, 0, 0.115, 0.265, 0, 0, 0, 0, 0, 0.1171, 0.0879, 0, 0, 0.0194, 0, 0.4812, 0, 0, 0, 0, 0.5347, 0.137, 0, 0, 0, 0.0494, 0.2333, 0, 0, 0.0843, 0, 0, 0, 0, 0, 0, 0, 0.0773, 0.17, 0, 0, 0, 0, 0, 0, 0.0269, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0518, 0, 0, 0, 0, 0, 0, 0.0841, 0, 0.592, 0, 0.0326, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.45, 0, 0, 8.3525, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.47, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.4475, 0, 0, 0, 0.2756, 0.0959, 0,185
0, 0.63, 0, 3.175, 0, 0, 0.365, 0, 0, 0, 0.0494, 0, 0, 0, 0.1203, 0.0414, 0, 0, 0.0018, 0, 0.0432, 0, 0, 0, 0, 0.2188, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0403, 0, 0.1617, 0, 0, 0.1545, 0, 2.145, 0, 0.1467, 0.1029, 0, 0, 0.11, 0.1846, 0, 0, 0, 0.1667, 0, 0, 0, 0, 0, 0.0524, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.1067, 0, 0, 6.03, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0422, 0, 0.0819, 0, 0,185
0, 0, 0, 1.525, 0, 0, 0, 0, 0, 0, 0.0494, 0, 0, 0, 0.0625, 0.1054, 0, 0, 0.0139, 0, 0.4324, 0, 0.56, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.4294, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0452, 0, 0, 0, 0, 0, 0, 0, 0, 0.0533, 0, 0, 0, 0, 0, 0, 0, 0, 1.72, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,185
0, 0.3133, 0.0517, 1.175, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.1283, 0.0946, 0, 0, 0.0316, 0.172, 0.0353, 0, 0, 0, 0, 0.6641, 0, 0, 0, 0.076, 0.0806, 0, 0, 0, 0.1121, 0, 0, 0.0848, 0, 0, 0, 0, 0.0773, 0, 0, 0, 0, 0, 0, 0, 0.1919, 0, 0, 0, 0.354, 0.1667, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.1283, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.73, 0, 0, 0, 1.72, 0, 0, 0, 0.44, 0, 0, 0.6067, 0, 0, 0.8867, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.1208, 0, 0, 0, 0, 0, 0.1056, 0, 1.17,185
0, 0, 0, 0.41, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.061, 0.0946, 0, 0, 0.0015, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0971, 0, 0, 0, 0, 0, 0, 0.0403, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.33, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0533, 0, 0, 0, 0, 1.46, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0422, 0, 0, 0, 0,185
0, 0, 0.0517, 1.65, 0, 0, 0, 0, 0, 0, 0.1625, 0.66, 0, 0, 0.0703, 0, 0, 0, 0.0098, 0, 0.045, 0, 0, 0, 0, 0.0729, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.685, 0, 0, 0, 0.097, 0.0444, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0524, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0533, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.2354, 0, 0, 0, 0, 0, 0.0419, 0, 0,185
