@RELATION teste

@ATTRIBUTE C0	REAL
@ATTRIBUTE C1	REAL
@ATTRIBUTE C2	REAL
@ATTRIBUTE C3	REAL
@ATTRIBUTE C4	REAL
@ATTRIBUTE C5	REAL
@ATTRIBUTE C6	REAL
@ATTRIBUTE C7	REAL
@ATTRIBUTE C8	REAL
@ATTRIBUTE C9	REAL
@ATTRIBUTE C10	REAL
@ATTRIBUTE C11	REAL
@ATTRIBUTE C12	REAL
@ATTRIBUTE C13	REAL
@ATTRIBUTE C14	REAL
@ATTRIBUTE C15	REAL
@ATTRIBUTE C16	REAL
@ATTRIBUTE C17	REAL
@ATTRIBUTE C18	REAL
@ATTRIBUTE C19	REAL
@ATTRIBUTE C20	REAL
@ATTRIBUTE C21	REAL
@ATTRIBUTE C22	REAL
@ATTRIBUTE C23	REAL
@ATTRIBUTE C24	REAL
@ATTRIBUTE C25	REAL
@ATTRIBUTE C26	REAL
@ATTRIBUTE C27	REAL
@ATTRIBUTE C28	REAL
@ATTRIBUTE C29	REAL
@ATTRIBUTE C30	REAL
@ATTRIBUTE C31	REAL
@ATTRIBUTE C32	REAL
@ATTRIBUTE C33	REAL
@ATTRIBUTE classe {388,185,344,111,612,041,211}


@DATA
0, 0, 0, 0, 0, 0.1009, 0.2446, 0.5263, 0, 0.1174, 0, 0.0904, 0.0988, 0, 0, 0.2456, 0, 0, 0, 0, 0.0596, 0, 0.174, 0.0478, 0.1019, 0, 0, 0, 0, 0, 0, 0, 0, 0,211
0, 0, 0, 0, 0, 0.0267, 0, 0.1125, 0, 0.0463, 0, 0, 0, 0, 0.3056, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0744, 0, 0, 0, 0, 0, 0, 0, 0.185, 0,211
0, 0.195, 0, 1.5145, 0, 0, 0, 0, 0, 0.0458, 0, 0.1019, 0, 0, 0, 0.0406, 0, 0, 0, 0, 0, 0, 0.596, 0.2278, 0.1874, 0, 2.21, 0.06, 0, 0, 0, 0, 0.0307, 0,211
0, 0, 0, 0, 0, 0.0267, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.06, 0, 1.9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.2493, 0,211
0.1611, 0, 0, 0, 0, 0.047, 0.1246, 0.175, 0, 0.1684, 0, 0, 0, 0, 0, 0.1517, 0, 0, 0, 0, 0.0596, 0, 0, 0.0536, 0, 0, 0, 0, 0, 0, 0, 0, 0.0764, 0,211
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.1481, 0, 0, 0, 0.06, 0, 0, 0, 0, 0, 0, 0.196, 0.0472, 0, 0, 0, 0, 0, 0.0551, 1.1563, 0.4678, 0.1229, 0,211
0, 0.195, 0, 0, 0, 0.0267, 0.1692, 0, 0, 0.1842, 0, 0, 0.0627, 0, 0, 0.0656, 0, 0, 0, 0.61, 0, 0, 0.792, 0, 0.0626, 0, 0, 0, 0, 0, 0, 0, 0, 0,211
0, 0.39, 0, 0.149, 0, 0.0199, 0.1246, 0, 0.6113, 0.0458, 0, 0, 0, 0, 0, 0.0639, 0, 0, 0.4075, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.1071, 0,211
0, 2.045, 0, 0, 0, 0.467, 0, 0, 0, 0.3216, 0, 0, 0, 0, 0, 0.2283, 0, 0, 0, 0, 0, 0, 0.494, 0.0675, 0.0626, 0, 0, 0, 0, 0.0869, 0.0605, 0, 0, 0,211
0, 1.5967, 0, 0.081, 0, 0.0399, 0, 0, 0, 0.0463, 0, 0.103, 0, 0, 0, 0.5617, 0, 0, 0, 0, 0, 0, 0.298, 0, 0.0626, 0, 0, 0, 0, 0.02, 0, 0, 0.3043, 0,211
0, 0.39, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.07, 0, 0.3256, 0.1167, 0, 0, 0, 0, 0, 0, 0.894, 0, 5.0607, 0, 0, 0, 0, 0.0167, 0, 0, 0, 0,211
0, 0, 0, 0.086, 0, 0, 0.0785, 0.4425, 0, 3.74, 0, 0, 0, 0, 0, 0.06, 0, 0, 0, 0, 0, 0, 0, 0, 0.0681, 0, 0, 0.075, 0.1627, 0.06, 0, 0, 0.1536, 0,211
0.0811, 0, 0, 0, 0, 0.0194, 0, 0, 0, 0.2858, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0626, 0, 0, 0, 0.2567, 0.0373, 0, 0, 0, 0,211
0, 1.23, 0, 0.172, 0, 0.0191, 0, 0.175, 0, 0.2758, 0.3217, 0.2626, 0, 0, 0, 0.1389, 0, 0, 0, 0, 0, 0, 0.196, 0.065, 0, 0, 0, 0.0605, 0.2207, 0, 0, 0, 0.275, 0,211
0, 0.4483, 0, 0.086, 0, 0, 0.0785, 0, 0, 2.0289, 0, 0, 0, 0, 0, 0.06, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.06, 0.1627, 0.03, 0, 0, 0, 0,211
0, 0, 0, 0, 0, 0, 0.1231, 0, 0, 0, 0, 0, 0, 0, 0, 0.0761, 0, 0, 0, 0, 0, 0, 0, 0, 0.1485, 0, 0, 0, 0, 0, 0.0811, 0, 0, 0,211
0, 0, 0, 0, 0, 0, 0, 0.2813, 0, 0.1121, 0, 0.1352, 0, 0, 0.8033, 0.085, 0, 0, 0, 0, 0.0274, 0, 0, 0, 0.0715, 0, 0, 0, 0, 0, 0, 0, 0.0829, 0,211
0, 0, 0, 0.0875, 0, 0, 0.0908, 0, 0, 0.0789, 0, 0, 0, 0, 0, 0.2083, 0, 0, 0, 0, 0, 0, 0, 0.1386, 0.0744, 0, 0, 0, 0, 0.0282, 0, 0, 0.0307, 0,211
0, 0, 0, 0, 0, 0, 0, 0, 0, 0.1884, 0, 0.0315, 0, 0, 0, 0.1133, 0, 0, 0, 0, 0, 0, 0.196, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.1643, 1.77,211
0.2722, 0.195, 0, 0, 0, 0.03, 0.1246, 0.4525, 0, 0.0842, 0, 0.0356, 0, 0, 0, 1.1028, 0, 0, 0, 0, 0, 0.2325, 0, 0.0325, 0, 0, 0, 0.4182, 0, 0.1176, 0, 0.1378, 0.1521, 0,211
0, 0, 0, 0, 0, 0.0199, 0, 0, 0, 0.0584, 0, 0, 0, 0, 1.1489, 0.1939, 0, 0, 0, 0, 0, 0, 0, 0, 0.507, 0, 0, 0, 0, 0.0447, 0.0605, 0, 0, 0,211
0, 0.4483, 0, 0, 0, 0.0491, 0.0623, 0.2875, 0, 0, 0, 0.1478, 0, 0, 0, 0.1461, 0, 0, 0, 0, 0.0274, 0, 0.494, 0.1175, 0.0626, 0, 0, 0.0605, 0, 0.0306, 0, 0.1522, 0.1043, 0,211
0, 0.195, 0, 0.0875, 0, 0, 0, 0.1125, 0, 0.3247, 0, 0.0507, 0, 0, 0, 0.06, 0, 0, 0, 0, 0.1148, 0.27, 0, 0.095, 0, 0, 0, 0, 0.1467, 0.0694, 0, 0, 0, 0,211
0, 0, 0, 0.2395, 0, 0.0672, 0.7862, 0.985, 0, 0, 0, 0.1067, 0, 0, 0, 0.0567, 0, 0, 0, 0, 0, 0, 0, 0, 0.0681, 0, 0, 0, 0, 0.0704, 0, 0, 0.185, 0,211
0.0867, 0, 0, 0.086, 0, 0.0866, 0, 0.5263, 0, 0.0868, 0, 0.0863, 0, 0, 0.6511, 0.1222, 0, 0, 0, 0, 0, 0, 1.264, 0, 0.2674, 0, 0, 0.06, 0, 0.0461, 0.1584, 0, 0.3, 0,211
0.1744, 0.6433, 0, 0, 0, 0.1434, 0, 0, 0, 0.3268, 0, 0, 0, 0, 0, 0.2028, 0, 0, 0, 0, 0, 0, 0.174, 0.0675, 0.1456, 0, 0, 0, 0, 0, 0.1537, 0, 0.135, 0,211
0, 0, 0, 0, 0, 0.0185, 0.0623, 0, 0, 0.4111, 0.3217, 0.0348, 0, 0, 0.1522, 0.1989, 0, 0, 0, 0, 0.0613, 0, 0, 0, 0, 0, 0, 0, 0.1267, 0.0492, 0, 0.1522, 0, 0.355,211
0, 0.195, 0, 0, 0, 0, 0.1185, 0, 0, 0.3921, 0, 0.0441, 0, 0, 0, 0.3439, 0, 0, 0, 0, 0.0548, 0, 0, 0, 0, 0, 0, 0, 0, 0.0324, 0.0932, 0, 0.0614, 0,211
0, 0, 0, 0.13, 0, 0, 0.4846, 0, 0, 0.1116, 0, 0.0356, 0, 0, 0, 0.0406, 0, 0, 0, 0, 0.0635, 0.27, 0, 0.0714, 0, 0, 0, 0, 0, 0, 0, 0, 0.1843, 0,211
0.0867, 0.895, 0, 0.13, 0, 0, 0.59, 0, 0, 0, 0, 0, 0.0627, 0, 0, 0.0567, 0, 0, 0, 0, 0.1096, 0, 0, 0, 0, 0, 0, 0.0377, 0, 0.0949, 0.1621, 0.3056, 0.0757, 0,211
0, 0.84, 0.07, 0, 0, 0.0648, 0, 0, 0, 0, 0, 0.0959, 0, 0, 0.3256, 0.2072, 0, 0, 0, 0, 0, 0, 0.77, 0.1506, 0.2704, 0, 0, 0.06, 0.094, 0.0722, 0.1584, 0.2756, 0.4393, 0,211
0, 0, 0, 0, 0, 0, 0, 0.2263, 0, 0.1568, 0, 0.3263, 0, 0, 0, 0.0567, 0, 0, 0, 0, 0, 0, 0.346, 0, 0, 0, 0, 0, 0, 0.0863, 0, 0, 0.0614, 0.355,211
0, 0, 0, 0, 0, 0.0227, 0.0908, 0, 0.305, 0.1374, 0, 0.1793, 0, 0, 0, 0.1611, 0, 0, 0, 0, 0.0548, 0, 1.082, 0, 0.0626, 0, 0, 0, 0, 0.0167, 0.0811, 0, 0.1014, 0.355,211
0, 1.8717, 0, 0, 0, 0.1463, 0, 0.7837, 0, 0.1526, 0, 0.0881, 0, 0, 0, 0.1389, 0, 0, 0, 0, 0, 0, 0.586, 0.0458, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,211
0, 0, 0, 0, 0, 0.087, 0.1231, 0, 0.275, 1.07, 0, 0.2307, 0, 0, 0, 0.1917, 0, 0, 0.2037, 0, 0.0596, 0, 0, 0, 0, 0, 0, 0.0377, 0, 0, 0, 0, 0.0614, 0,211
0, 0.5867, 0, 0.13, 0, 0.0646, 0.2354, 0.1125, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.137, 0, 0, 0.0486, 0, 0, 0, 0, 0.3133, 0.1324, 0, 0, 0.0921, 0,211
0.0811, 0.5833, 0, 0, 0, 0.0521, 0.0623, 0, 0, 0.2895, 0, 0.0315, 0, 0, 0, 0.0567, 0, 0, 0, 0, 0, 0, 0, 0.0394, 0, 0, 0, 0, 0, 0.0337, 0, 0, 0.0614, 0,211
0, 0, 0, 0, 0, 0, 0.2315, 0.3513, 0, 0, 0, 0, 0, 0, 0, 0.0406, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0859, 0, 0.1556, 0.0921, 0,211
0, 0.6433, 0, 0, 0, 0.0194, 0.7469, 0.3438, 0, 0.4363, 0, 0, 0, 0, 0, 0.0411, 0, 0, 0, 0, 0.1557, 0, 0, 0.0325, 0.087, 0, 0, 0.0377, 0, 0.0249, 0, 0.6233, 0.1321, 0,211
0.0778, 0, 0, 0.1525, 0, 0.0194, 0.2477, 0.1688, 0, 0, 0, 0.0348, 0, 0, 0, 0.1378, 0, 0, 0, 0, 0, 0, 0, 0.0872, 0, 0, 0, 0, 0, 0, 0, 0, 0.2171, 0,211
0, 0, 0, 0, 0, 0, 0, 0.1125, 0, 0, 0, 0.1159, 0, 0, 1.1489, 0.085, 0, 0, 0, 0, 0.0274, 0, 0, 0, 0.0715, 0, 0, 0, 0, 0.0249, 0, 0, 0.0521, 0,211
0, 0, 0, 0, 0, 0.0254, 0.2354, 0.1125, 0, 0.0784, 0, 0, 0, 0, 0, 0.17, 0, 0, 0, 0, 0, 0, 0, 0, 0.0681, 0, 0, 0, 0, 0.0235, 0, 0, 0.0614, 0,211
0, 0, 0, 0.8115, 0.514, 0.0687, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.2461, 0, 0, 0, 0, 0, 0, 0, 0.3242, 0, 0, 0, 0.0377, 0, 0, 0, 0, 0.1907, 0,211
0.1744, 0.185, 0, 0.107, 0, 0.0604, 0.0623, 0, 0, 0, 0, 0.0767, 0, 0, 0, 0.1506, 0, 0, 0, 0, 0, 0, 0, 0.0436, 0.0626, 0, 0, 0, 0, 0.0467, 0, 0, 0, 0,211
0.3556, 0.4483, 0, 0, 0, 0.109, 0.3123, 0.1125, 0, 0.2021, 0, 0.0911, 0, 0, 0.1522, 0.4539, 0, 0, 0.2037, 0, 0, 0, 0, 0.1608, 0, 0, 2.21, 0.1209, 0, 0, 0.2874, 0, 0, 1.77,211
0, 0.84, 0, 0, 0, 0.0221, 0.0623, 0, 0, 0.3089, 0, 0.067, 0.0969, 0, 0, 0.085, 0, 0, 0, 0, 0, 0, 0, 0.0325, 0, 0, 0, 0, 0, 0.0578, 0, 0, 0.0921, 0,211
0.0811, 0, 0, 0, 0, 0.0194, 0.2654, 0, 0, 1.6495, 0, 0, 0, 0, 0, 0.6667, 0, 0, 0, 0, 0.1813, 0, 0, 0.0311, 0, 0, 0, 0.0377, 0, 0, 0, 0, 0, 0,211
0.0911, 0.895, 0, 0.1385, 0, 0.0243, 0.0623, 0, 0, 0.1374, 0, 0.1237, 0.0635, 0, 0.3256, 0.145, 0, 0, 0, 0, 0, 0, 0, 0.0675, 0, 0, 0, 0.0982, 0, 0, 0, 0.1378, 0.1829, 0,211
0.3489, 1.09, 0, 0, 0, 0.0872, 0.2138, 0, 0, 0.2142, 0, 0.3185, 0, 0, 0.3056, 0.89, 0, 0, 0, 0, 0, 0, 0, 0.0872, 0.1922, 0, 0, 0.0377, 0, 0.1067, 0, 0, 0, 0,211
0, 2.125, 0.07, 0, 0, 0.0194, 0, 0, 0, 0.2179, 0, 0.0904, 0, 0, 0, 0.1667, 0, 0, 0, 0, 0, 0, 0.596, 0, 0.1248, 0, 1.11, 0, 0.094, 0, 0.1584, 0, 0.2564, 0,211
0, 1.6967, 0, 0, 0, 0.1007, 0.0623, 0, 0, 0.2842, 0, 0.1059, 0, 0, 0.4578, 0.6917, 0, 0, 0, 0, 0, 0, 0.52, 0, 0.1367, 0, 0, 0.0377, 0, 0.0167, 0.0789, 0, 0.2457, 0,211
0, 1.0533, 0, 0, 0, 0.0946, 0.2446, 0, 0, 0.7547, 0, 0.1067, 0, 0, 0, 0.4861, 0, 0, 0, 0, 0, 0, 0.174, 0, 0.1467, 0, 0, 0, 0, 0, 0, 0, 0.3614, 0,211
0, 0, 0, 0, 0, 0, 0, 0, 0, 0.2926, 0, 0.0544, 0, 0, 0, 0.1922, 0, 0, 0, 0, 0, 0, 0.346, 0, 0, 0, 0, 0.1205, 0, 0.0645, 0, 0, 0.2593, 0,211
0, 0.195, 0.0844, 0.065, 0, 0, 0, 0, 0, 0.0789, 0, 0, 0.1596, 0, 0, 0, 0, 0, 0, 0, 0.0274, 0, 0, 0.1875, 0, 0, 0, 0, 0, 0.0235, 0, 0, 0.135, 0,211
0, 0, 0, 0, 0, 0, 0.0908, 0, 0, 0.1395, 0, 0.0856, 0, 20.74, 0, 0.0639, 0, 0, 0, 0, 0, 0, 0.298, 0, 0, 0, 0, 0, 0.094, 0.0498, 0, 0, 0.0707, 0,211
0, 1.54, 0, 0, 0, 0.109, 0, 0.175, 0, 0.4005, 0, 0, 0, 0, 0, 0.31, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.5295, 0, 0.0957, 0, 0, 0, 0,211
0, 0, 0, 0, 0, 0.0185, 0.0785, 0, 0, 0.1058, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.1096, 0, 0.346, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.1343, 0,211
0, 0, 0, 0, 0, 0, 0.1231, 0, 0.305, 0.1837, 0, 0, 0, 0, 0, 0.2156, 0, 0, 0, 0, 0.0548, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.355, 0,211
0, 0, 0, 0.086, 0, 0.0157, 0.0623, 0, 0, 2.3663, 0, 0.0452, 0, 0, 0, 0.5017, 0, 0, 0, 0, 0, 0, 0, 0.0458, 0, 0, 0, 0, 0, 0.0467, 0, 0, 0.0614, 0,211
0, 0.195, 0, 0, 0, 0.0157, 0.0908, 0, 0, 0.2842, 0, 0.1067, 0, 0, 0, 0.1472, 0, 0, 0, 0, 0, 0, 0, 0.0325, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,211
0, 0, 0.2044, 0, 0, 0, 0.0623, 0.4013, 0, 0.0842, 0, 0.0315, 0, 0, 2.5844, 0.1006, 0, 0, 0, 0, 0, 0, 0, 0, 0.0841, 0, 0, 0, 0, 0, 0, 0, 0.0829, 0,211
0.1744, 0.195, 0, 0, 0, 0.0419, 4.9454, 0.2875, 0, 0.0842, 0, 0, 0, 0, 0, 0.1261, 0, 1.9, 0, 0, 0, 0, 0, 0, 0.4552, 0, 0, 0.0377, 0, 0, 0.2189, 0, 0, 0,211
0, 0, 0, 0, 0, 0.0157, 0.3931, 0.3438, 0, 0.3716, 0, 0.0707, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.39, 0.0364, 0, 0, 0, 0, 0, 0, 0, 0.9356, 0.0921, 0,211
0, 0.4483, 0.07, 0, 0, 0.2116, 0, 0, 0, 0.6768, 0, 0, 0.0662, 0, 0, 0.7606, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.06, 0, 0.0778, 0, 0, 0.0614, 0,211
0, 0, 0, 0, 0, 0.0194, 0, 0.1125, 0, 3.2742, 0, 0.1481, 0, 0, 0, 0.0411, 0, 0, 0, 0, 0.1783, 0, 0, 0.0311, 0, 0, 0, 0, 0, 0.0867, 0, 0, 0, 0,211
0, 0, 0, 0, 0, 0, 0, 0, 0, 0.3832, 0, 0.0711, 0.0485, 0, 0, 0.085, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0306, 0, 0, 0.0614, 0,211
0.0867, 0, 0, 0, 0, 0.0267, 0.1231, 0, 0, 0, 0, 0.1256, 0, 0, 0, 0.1167, 0, 0, 0, 0, 0.123, 0, 0, 0, 0, 0, 0, 0.0377, 0, 0.0622, 0, 0, 0.0521, 0,211
0.0456, 0.185, 0, 0, 0, 0.0649, 0, 0, 0, 0.3621, 7.9367, 0.0611, 0, 0, 0, 0.1517, 0, 0, 0, 0, 0, 0.27, 0, 0, 0, 0, 0, 0, 0.3833, 0.0422, 0, 0, 0, 0,211
0, 1.3667, 0, 0, 0, 0.0854, 0.0623, 0.8838, 0, 0.1653, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.16, 0, 0, 0, 0, 0, 0.0249, 0, 0, 0.0757, 0,211
0, 0.6433, 0.07, 0.081, 0, 0.1097, 0.1246, 0.3513, 0, 0.2616, 0, 0.2889, 0, 0, 0, 0.5978, 0, 0, 0, 0, 0, 0, 1.24, 0.2456, 0.1874, 0, 0, 0.0605, 0, 0.0386, 0.1584, 0, 0.2871, 0,211
0, 0, 0, 0, 0, 0.0418, 0, 0, 0, 0, 0, 0.0348, 0, 0, 0, 0.1261, 0, 0, 0, 0, 0, 0, 0, 0, 0.0626, 0, 2.21, 0, 0, 0.0471, 0, 0, 0.0307, 0,211
0, 0, 0, 0, 0, 0, 0.1969, 0, 0, 0.2232, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0311, 0, 0, 0, 0, 0, 0, 0.2574, 0, 0.1321, 0,211
0.0867, 1.1433, 0, 0, 0, 0.0991, 0.3069, 0, 0, 0.2526, 0, 0.1415, 0, 0, 0.4789, 0.2828, 0, 0, 0, 0, 0, 0, 0.174, 0, 0, 0, 0, 0.0377, 0, 0.0616, 0, 0, 0.0307, 0,211
0, 0.39, 0, 0.065, 0, 0, 0, 0.1688, 0, 0.0458, 0, 0.0881, 0, 0, 0, 0.06, 0, 0, 0, 0, 0.077, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.1556, 0, 0,211
0, 1.345, 0, 0, 0, 0.0157, 0.7692, 0.175, 0, 0.3895, 0, 0, 0, 0, 0, 0.32, 0, 0, 0, 0, 0.0274, 0, 0, 0, 0, 0, 0, 0, 0, 0.1576, 0, 0, 0, 0,211
0.0778, 0.39, 0.07, 0, 0, 0.0191, 0, 0.5725, 0, 0.1121, 0, 0.3359, 0.0485, 0, 0, 0, 0, 0, 0, 0, 0.0635, 0, 0.494, 0, 0, 0, 0, 0, 0, 0.0198, 0, 0.1378, 0.0307, 0,211
0, 0, 0, 0, 0, 0.0709, 0, 0.2263, 0, 0.1574, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.2387, 0.1316, 0.0932, 0.3044, 0.0614, 0,211
0, 0, 0, 0, 0, 0.0806, 0.25, 0.175, 0, 0.2126, 0, 0.1252, 0.0731, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0744, 0, 8.86, 0, 0, 0.0467, 0, 0, 0.0629, 0,211
0, 0.6433, 0.2744, 0.162, 0, 0.0199, 0.0785, 0, 0, 0.2411, 0, 0.2393, 0.0627, 0, 0, 0.4261, 0, 0, 0, 0, 0.0548, 0, 1.49, 0.1367, 0.5619, 0, 0, 0, 0, 0.0925, 0, 0, 0.22, 0,211
0, 0.6433, 0, 0, 0, 0, 0.5569, 0.3513, 0, 0.2984, 0, 0.0348, 0, 0.55, 0, 0.1067, 0, 0, 0, 0, 0.0274, 0, 0, 0, 0, 0, 0, 0, 0, 0.0367, 0, 0, 0.1464, 0,211
0.1267, 0.5567, 0, 0.065, 0, 0.1567, 0.4546, 0, 0, 0.9995, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.27, 0, 0, 0, 0, 1.11, 0.1209, 0, 0.0839, 0, 0.1756, 0.0521, 0,211
0, 3.4117, 0, 0.122, 0, 0.0384, 0, 0.1688, 0, 0.3626, 0, 0.0452, 0, 0, 0, 0, 0, 0, 0, 0, 0.077, 0, 0, 0, 0.0759, 0, 0, 0, 0, 0, 0, 0.2756, 0, 0,211
0.11, 0, 0, 0, 0, 0, 1.9492, 0, 0, 0.2084, 0, 0, 0, 0, 0, 0.0694, 0, 0, 0, 0, 0.0635, 0, 0, 0.2039, 0.1248, 0, 0, 0.1882, 0, 0.0167, 0.0605, 0, 0.0614, 0,211
0.1811, 0.555, 0, 0, 0, 0.0185, 0, 0, 0, 0.1695, 0.295, 0.0356, 0.0635, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0545, 0, 0.0645, 0, 0, 0, 0.71,211
0, 0, 0, 0, 0, 0, 0.2354, 2.92, 0, 0.0784, 0, 0.0893, 0, 0, 0, 0.1611, 0, 0, 0, 0, 0, 0, 0.792, 0, 0.0626, 0, 0, 0.06, 0, 0, 0, 0.1756, 0.0936, 0,211
0, 0.195, 0, 0, 0, 0, 0.0785, 0, 0, 0, 0, 0, 0, 0, 0, 0.0656, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0235, 0, 0, 0.2593, 0,211
0.1722, 0.185, 0, 0, 0, 0, 0, 0, 0, 0.0458, 0, 0, 0, 0, 0, 0.0406, 0, 0, 0, 0, 0, 0, 0, 0.0314, 0, 0, 1.11, 0, 0.11, 0.0373, 0, 0, 0, 0,211
0, 0.895, 0, 0, 0, 0.0234, 0.0623, 0.2113, 0, 0.1058, 0, 0.0707, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.174, 0.0311, 0.1307, 0, 0, 0, 0, 0.0278, 0, 0, 0, 0,211
0.2589, 0, 0, 0, 0, 0.16, 0, 0, 0, 0, 0, 0, 0, 0, 0.2444, 0, 0, 0, 0, 0, 0.0274, 0, 0, 0, 0, 0, 2.21, 0, 0, 0.0492, 0, 0, 0.1879, 0,211
0, 1.345, 0, 0, 0, 0.0419, 0.4408, 0.5263, 0, 0.0842, 0, 0, 0, 0, 0, 0.1839, 0, 0, 0, 0, 0, 0, 0, 0, 0.1019, 0, 0, 0, 0, 0, 0, 0.1556, 0, 0,211
0, 0, 0, 0.0735, 0, 0, 0, 0, 0, 0.1053, 0, 0.0441, 0, 0, 0, 0.0567, 0, 0, 0, 0, 0.0548, 0, 0, 0.0478, 0, 0, 0, 0, 0, 0.028, 0, 0, 0.2229, 0.71,211
0.1744, 0, 0, 0, 0, 0, 0.1231, 0, 0, 0, 0, 0.0315, 0, 0, 0, 0.1922, 0, 0, 0, 0, 0, 0, 0.542, 0, 0, 0, 0, 0.1568, 0, 0.0702, 0.0605, 1.7278, 0.5414, 0,211
0, 0, 0, 0, 0, 0.0194, 0.8323, 0, 0, 0, 0, 0.0356, 0, 0, 0.1989, 0.0567, 0, 0, 0, 0, 0.0735, 0, 0, 0, 0, 0, 0, 0.0377, 0, 0, 0, 0, 0.0307, 0,211
0, 0.7817, 0, 0, 0, 0, 0, 0, 0, 0.0784, 0, 0, 0, 0, 0, 0.06, 0, 0, 0, 0, 0.0274, 0, 0, 0, 0, 0, 0, 0.06, 0, 0, 0, 0, 0, 0,211
0, 0, 0, 0, 0, 0.037, 0, 0.175, 0, 0.2995, 0.295, 0.0315, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0972, 0, 0, 0, 0, 0.094, 0.1186, 0, 0, 0, 0,211
0, 0.185, 0, 0, 0, 0.037, 0.1323, 0, 0, 0.3826, 0, 0.2263, 0, 0, 0, 0.1172, 0, 0, 0, 0, 0, 0, 0, 0, 0.0681, 0, 0, 0, 0, 0.0571, 0, 0, 0.0307, 0,211
0.0456, 1.46, 0, 0.0735, 0, 0.0393, 0, 0, 0, 0.2479, 0, 0.1748, 0, 0, 0, 0.3111, 0, 0, 0, 0, 0.0548, 0.5025, 0.174, 0.1183, 0, 0, 0, 0.2155, 0, 0.1075, 0.0811, 0, 0.1829, 0,211
0.1589, 0, 0.07, 0, 0, 0.0194, 0, 0, 0, 0, 0, 0.0348, 0.0627, 0, 0, 0.2272, 0, 0, 0, 0, 0.0274, 0, 0.174, 0, 0, 0, 0, 0, 0, 0.0555, 0, 0, 0.0307, 0,211
0, 0, 0.07, 0, 0, 0, 0, 0, 0, 0.0458, 0, 0, 0, 0, 0, 0.06, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0531, 0, 0, 0.2414, 0,211
0.0867, 0.6433, 0, 0, 0, 0.0715, 0.36, 0.175, 0, 0.1237, 0, 0, 0, 0, 0, 0.3772, 0, 0, 0, 0, 0, 0, 0.174, 0.1436, 0, 0, 0, 0, 0, 0, 0, 0, 0.1229, 0,211
0, 0.195, 0, 0.1745, 0, 0, 0, 0, 0, 0.6447, 0, 0.1485, 0.0742, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0311, 0, 0, 0, 0, 0, 0.128, 0, 0, 0.185, 0.355,211
0, 0, 0, 0.0735, 0, 0, 0, 0.1125, 0, 0.0732, 0, 0.1052, 0, 0, 0, 0, 0, 0, 0, 0, 0.0274, 0, 1.436, 0.0314, 0.2496, 0, 0, 0.0559, 0, 0.028, 0, 0, 0.125, 0,211
0, 0, 0, 0, 0, 0.0194, 0, 0, 0, 0.1058, 0, 0.1326, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.346, 0.0311, 0, 0, 0, 0, 0, 0, 0, 0, 0.1229, 0.355,211
